"","CU_ID","Species","Stock","Label","Year","Metric","Compare","LBM","UBM","Status","DataType","Value"
"1","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",1995,"RelLBM",499766.230151814,72471,379321,"Green","Abs_Abd",6.89608574673751
"2","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",1996,"RelLBM",579719.967331859,72471,379321,"Green","Abs_Abd",7.99933721532557
"3","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",1997,"RelLBM",655506.693862937,72471,379321,"Green","Abs_Abd",9.04508967535893
"4","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",1998,"RelLBM",763509.003593914,72471,379321,"Green","Abs_Abd",10.5353728193886
"5","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",1999,"RelLBM",870233.335917959,72471,379321,"Green","Abs_Abd",12.0080216351086
"6","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2000,"RelLBM",821014.246421014,72471,379321,"Green","Abs_Abd",11.3288659797852
"7","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2001,"RelLBM",758580.501406623,72471,379321,"Green","Abs_Abd",10.467366276257
"8","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2002,"RelLBM",629879.09993825,72471,379321,"Green","Abs_Abd",8.69146417102358
"9","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2003,"RelLBM",577710.889476245,72471,379321,"Green","Abs_Abd",7.97161470762436
"10","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2004,"RelLBM",342378.323378229,72471,379321,"Amber","Abs_Abd",4.72434937255218
"11","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2005,"RelLBM",325308.580603106,72471,379321,"Amber","Abs_Abd",4.48881042904204
"12","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2006,"RelLBM",340193.234685563,72471,379321,"Amber","Abs_Abd",4.69419815768463
"13","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2007,"RelLBM",285126.301293136,72471,379321,"Amber","Abs_Abd",3.93435030968438
"14","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2008,"RelLBM",313272.930077511,72471,379321,"Amber","Abs_Abd",4.32273502611404
"15","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2009,"RelLBM",248631.528270972,72471,379321,"Amber","Abs_Abd",3.43077269902405
"16","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2010,"RelLBM",365117.373552459,72471,379321,"Amber","Abs_Abd",5.03811695095223
"17","Case2","Sockeye","Sockeye_CU_B","SpnForAbd_Wild",2011,"RelLBM",459080.56840358,72471,379321,"Green","Abs_Abd",6.33467964294104
